"participant","maptype","condition","dataset","county","fips"
"5f51135fd3e0342eda5f66c5","vsup","best","poverty","county_4",27163
"5f51135fd3e0342eda5f66c5","vsup","best","poverty","county_5",51023
"5fab3afc780978629141d35f","vsup","best","poverty","county_1",24031
"5fab3afc780978629141d35f","vsup","best","poverty","county_2",42091
"5fab3afc780978629141d35f","vsup","best","poverty","county_3",36103
"5fab3afc780978629141d35f","vsup","best","poverty","county_4",36059
"5fab3afc780978629141d35f","vsup","best","poverty","county_5",25021
"5fadd599050603201f41b312","vsup","best","poverty","county_1",6081
"5fadd599050603201f41b312","vsup","best","poverty","county_2",55131
"5fadd599050603201f41b312","vsup","best","poverty","county_3",55133
"5fadd599050603201f41b312","vsup","best","poverty","county_4",34035
"5fadd599050603201f41b312","vsup","best","poverty","county_5",34019
"5fbcba5a9b4bfe18cd49abea","vsup","best","poverty","county_1",47189
"5fbcba5a9b4bfe18cd49abea","vsup","best","poverty","county_2",8001
"5fbcba5a9b4bfe18cd49abea","vsup","best","poverty","county_3",1003
"5fbcba5a9b4bfe18cd49abea","vsup","best","poverty","county_4",12083
"5fbcba5a9b4bfe18cd49abea","vsup","best","poverty","county_5",21107
"6018afcf89d3371aeeb8a9b6","vsup","best","poverty","county_1",34005
"6018afcf89d3371aeeb8a9b6","vsup","best","poverty","county_2",24031
"6018afcf89d3371aeeb8a9b6","vsup","best","poverty","county_3",24027
"6018afcf89d3371aeeb8a9b6","vsup","best","poverty","county_4",55109
"6018afcf89d3371aeeb8a9b6","vsup","best","poverty","county_5",8035
"603202f68083d81c26b50318","vsup","best","poverty","county_1",33015
"603202f68083d81c26b50318","vsup","best","poverty","county_2",55109
"603202f68083d81c26b50318","vsup","best","poverty","county_3",36103
"603202f68083d81c26b50318","vsup","best","poverty","county_4",55133
"603202f68083d81c26b50318","vsup","best","poverty","county_5",17197
"6093e64876aa69cd4467d94e","vsup","best","poverty","county_1",6081
"6093e64876aa69cd4467d94e","vsup","best","poverty","county_2",36103
"6093e64876aa69cd4467d94e","vsup","best","poverty","county_3",55109
"6093e64876aa69cd4467d94e","vsup","best","poverty","county_4",27171
"6093e64876aa69cd4467d94e","vsup","best","poverty","county_5",36091
"60fe228b7d5b57bc96e518be","vsup","best","poverty","county_1",34019
"60fe228b7d5b57bc96e518be","vsup","best","poverty","county_2",47187
"60fe228b7d5b57bc96e518be","vsup","best","poverty","county_3",8035
"60fe228b7d5b57bc96e518be","vsup","best","poverty","county_4",6081
"60fe228b7d5b57bc96e518be","vsup","best","poverty","county_5",27019
"60ff2e8562032dee4cae3805","vsup","best","poverty","county_1",17111
"60ff2e8562032dee4cae3805","vsup","best","poverty","county_2",42017
"60ff2e8562032dee4cae3805","vsup","best","poverty","county_3",6075
"60ff2e8562032dee4cae3805","vsup","best","poverty","county_4",6081
"60ff2e8562032dee4cae3805","vsup","best","poverty","county_5",48085
"6111b9a5839da71db934e99a","vsup","best","poverty","county_1",36103
"6111b9a5839da71db934e99a","vsup","best","poverty","county_2",48085
"6111b9a5839da71db934e99a","vsup","best","poverty","county_3",27003
"6111b9a5839da71db934e99a","vsup","best","poverty","county_4",8035
"6111b9a5839da71db934e99a","vsup","best","poverty","county_5",17197
"6119d9f5a882080ef1c9e9e6","vsup","best","poverty","county_1",24017
"6119d9f5a882080ef1c9e9e6","vsup","best","poverty","county_2",48085
"6119d9f5a882080ef1c9e9e6","vsup","best","poverty","county_3",8035
"6119d9f5a882080ef1c9e9e6","vsup","best","poverty","county_4",20091
"6119d9f5a882080ef1c9e9e6","vsup","best","poverty","county_5",6085
"61351c3a1e3e96156bc86116","vsup","best","poverty","county_1",24027
"61351c3a1e3e96156bc86116","vsup","best","poverty","county_2",8035
"61351c3a1e3e96156bc86116","vsup","best","poverty","county_3",48269
"61351c3a1e3e96156bc86116","vsup","best","poverty","county_4",48393
"61351c3a1e3e96156bc86116","vsup","best","poverty","county_5",51107
"616202f3ca5b3ab47923ee80","vsup","best","poverty","county_1",34019
"616202f3ca5b3ab47923ee80","vsup","best","poverty","county_2",27171
"616202f3ca5b3ab47923ee80","vsup","best","poverty","county_3",8035
"616202f3ca5b3ab47923ee80","vsup","best","poverty","county_4",51107
"616202f3ca5b3ab47923ee80","vsup","best","poverty","county_5",55131
"61bb388340db417c1a138c85","vsup","best","poverty","county_1",8035
"61bb388340db417c1a138c85","vsup","best","poverty","county_2",24003
"61bb388340db417c1a138c85","vsup","best","poverty","county_3",20091
"61bb388340db417c1a138c85","vsup","best","poverty","county_4",49011
"61bb388340db417c1a138c85","vsup","best","poverty","county_5",53033
"62d38341176119ef45487db9","vsup","best","poverty","county_1",42017
"62d38341176119ef45487db9","vsup","best","poverty","county_2",36103
"62d38341176119ef45487db9","vsup","best","poverty","county_3",55109
"62d38341176119ef45487db9","vsup","best","poverty","county_4",39041
"62d38341176119ef45487db9","vsup","best","poverty","county_5",6081
"63174f52c207f299e8f8dc08","vsup","best","poverty","county_1",34035
"63174f52c207f299e8f8dc08","vsup","best","poverty","county_2",24021
"63174f52c207f299e8f8dc08","vsup","best","poverty","county_3",27123
"63174f52c207f299e8f8dc08","vsup","best","poverty","county_4",48085
"63174f52c207f299e8f8dc08","vsup","best","poverty","county_5",48491
"631964005016285c29b9a103","vsup","best","poverty","county_1",36103
"631964005016285c29b9a103","vsup","best","poverty","county_2",27019
"631964005016285c29b9a103","vsup","best","poverty","county_3",47187
"631964005016285c29b9a103","vsup","best","poverty","county_4",8035
"631964005016285c29b9a103","vsup","best","poverty","county_5",6081
"63cfe60c7f8639b6e950fa03","vsup","best","poverty","county_1",8035
"63cfe60c7f8639b6e950fa03","vsup","best","poverty","county_2",19049
"63cfe60c7f8639b6e950fa03","vsup","best","poverty","county_3",48085
"63cfe60c7f8639b6e950fa03","vsup","best","poverty","county_4",42017
"63cfe60c7f8639b6e950fa03","vsup","best","poverty","county_5",51107
"6434c75c8978410ba24c61ab","vsup","best","poverty","county_1",24031
"6434c75c8978410ba24c61ab","vsup","best","poverty","county_2",51107
"6434c75c8978410ba24c61ab","vsup","best","poverty","county_3",9005
"6434c75c8978410ba24c61ab","vsup","best","poverty","county_4",55109
"6434c75c8978410ba24c61ab","vsup","best","poverty","county_5",49011
"644046332ff32db7f7b8a7b6","vsup","best","poverty","county_1",13117
"644046332ff32db7f7b8a7b6","vsup","best","poverty","county_2",36103
"644046332ff32db7f7b8a7b6","vsup","best","poverty","county_3",8035
"644046332ff32db7f7b8a7b6","vsup","best","poverty","county_4",55109
"644046332ff32db7f7b8a7b6","vsup","best","poverty","county_5",48491
